city,season,doy_bin,doy_centre,nights,pred_mean,p_alert_mean,pred_q90,alert_q90,pred_q75,alert_q75,pred_q50,alert_q50
Granada,spring,6,65,246,1.2436,0.0647,1.3920,0.1414,1.3362,0.0882,1.2573,0.0463
Granada,spring,7,75,258,1.2963,0.0784,1.4249,0.1567,1.3736,0.1012,1.3028,0.0624
Granada,spring,8,85,258,1.3321,0.0875,1.4420,0.1605,1.3852,0.1113,1.3373,0.0701
Granada,spring,9,95,258,1.3390,0.0853,1.4284,0.1527,1.3878,0.1076,1.3440,0.0715
Granada,spring,10,105,258,1.3422,0.0797,1.4287,0.1453,1.3862,0.0997,1.3492,0.0689
Granada,spring,11,115,258,1.3392,0.0743,1.4177,0.1412,1.3838,0.0957,1.3447,0.0618
Granada,spring,12,125,258,1.3368,0.0677,1.4134,0.1343,1.3834,0.0902,1.3431,0.0543
Granada,spring,13,135,229,1.3376,0.0631,1.4135,0.1225,1.3834,0.0816,1.3408,0.0463
Granada,spring,14,145,169,1.3365,0.0550,1.4080,0.1030,1.3809,0.0626,1.3381,0.0435
Granada,spring,15,155,109,1.3352,0.0539,1.4094,0.1020,1.3820,0.0618,1.3379,0.0425
Granada,autumn,22,225,117,1.2991,0.0416,1.3841,0.0755,1.3407,0.0524,1.2977,0.0338
Granada,autumn,23,235,167,1.3090,0.0482,1.3877,0.0982,1.3462,0.0602,1.3068,0.0371
Granada,autumn,24,245,217,1.3263,0.0581,1.4197,0.1213,1.3674,0.0748,1.3232,0.0453
Granada,autumn,25,255,226,1.3454,0.0703,1.4553,0.1385,1.3952,0.0922,1.3346,0.0539
Granada,autumn,26,265,216,1.3664,0.0844,1.4666,0.1589,1.4123,0.1094,1.3603,0.0663
Granada,autumn,27,275,215,1.3766,0.0940,1.4720,0.1724,1.4308,0.1215,1.3701,0.0735
Granada,autumn,28,285,215,1.3672,0.0976,1.4726,0.1934,1.4189,0.1268,1.3599,0.0743
Granada,autumn,29,295,215,1.3319,0.0867,1.4678,0.1815,1.3932,0.1153,1.3291,0.0630
Granada,autumn,30,305,215,1.2748,0.0713,1.4432,0.1473,1.3597,0.0919,1.2860,0.0485
Granada,autumn,31,315,206,1.2019,0.0574,1.3928,0.1255,1.3177,0.0668,1.2220,0.0331
Granada,autumn,32,325,156,1.1561,0.0401,1.3481,0.0891,1.2508,0.0491,1.1762,0.0242
Granada,autumn,33,335,106,1.0987,0.0261,1.2519,0.0571,1.2002,0.0336,1.1252,0.0190
Lisboa,spring,3,35,66,1.0488,0.0299,1.1851,0.0632,1.0995,0.0316,1.0365,0.0222
Lisboa,spring,4,45,126,1.0887,0.0336,1.2719,0.0713,1.1788,0.0416,1.0720,0.0247
Lisboa,spring,5,55,186,1.1258,0.0490,1.3366,0.1064,1.1990,0.0591,1.0976,0.0296
Lisboa,spring,6,65,246,1.1561,0.0595,1.3674,0.1389,1.2490,0.0681,1.1372,0.0332
Lisboa,spring,7,75,258,1.2000,0.0741,1.3929,0.1744,1.2895,0.0966,1.1840,0.0472
Lisboa,spring,8,85,258,1.2135,0.0887,1.3974,0.2103,1.3032,0.1145,1.1946,0.0585
Lisboa,spring,9,95,258,1.2221,0.1046,1.4093,0.2308,1.3065,0.1456,1.2069,0.0696
Lisboa,spring,10,105,258,1.2185,0.1026,1.4381,0.2293,1.3096,0.1455,1.2007,0.0709
Lisboa,spring,11,115,258,1.2300,0.1101,1.4609,0.2349,1.3336,0.1567,1.2008,0.0802
Lisboa,spring,12,125,258,1.2599,0.1332,1.4857,0.2712,1.4015,0.1876,1.2334,0.1058
Lisboa,spring,13,135,229,1.2748,0.1474,1.4883,0.3014,1.4178,0.2212,1.2527,0.1219
Lisboa,spring,14,145,169,1.2864,0.1598,1.5022,0.3281,1.4212,0.2277,1.2648,0.1390
Lisboa,spring,15,155,109,1.2979,0.1874,1.4834,0.3621,1.4249,0.2800,1.2736,0.1631
Lisboa,autumn,22,225,117,1.4267,0.1832,1.6761,0.4073,1.5748,0.2368,1.4126,0.1431
Lisboa,autumn,23,235,167,1.4081,0.1736,1.7050,0.3889,1.5557,0.2359,1.3736,0.1396
Lisboa,autumn,24,245,217,1.4307,0.1834,1.7648,0.4012,1.5935,0.2455,1.4028,0.1442
Lisboa,autumn,25,255,226,1.4354,0.1793,1.7805,0.3763,1.5877,0.2366,1.3912,0.1417
Lisboa,autumn,26,265,216,1.4500,0.1768,1.7839,0.3502,1.6209,0.2352,1.3912,0.1425
Lisboa,autumn,27,275,215,1.4339,0.1645,1.7624,0.3259,1.5984,0.2285,1.3895,0.1346
Lisboa,autumn,28,285,215,1.3849,0.1330,1.7123,0.2670,1.5290,0.1897,1.3446,0.1077
Lisboa,autumn,29,295,215,1.2981,0.0974,1.5600,0.2246,1.4038,0.1352,1.2599,0.0702
Lisboa,autumn,30,305,215,1.2222,0.0723,1.4733,0.1664,1.2992,0.1033,1.2027,0.0479
Lisboa,autumn,31,315,206,1.1568,0.0571,1.3811,0.1232,1.2464,0.0699,1.1367,0.0364
Lisboa,autumn,32,325,156,1.1142,0.0476,1.2915,0.0974,1.2027,0.0587,1.1049,0.0330
Lisboa,autumn,33,335,106,1.0718,0.0351,1.2396,0.0780,1.1354,0.0373,1.0613,0.0254
Lyon,spring,3,35,66,0.9069,0.0405,1.1669,0.0662,1.0605,0.0352,0.8505,0.0220
Lyon,spring,4,45,126,0.8844,0.0380,1.1412,0.0727,1.0355,0.0428,0.8436,0.0244
Lyon,spring,5,55,186,0.9881,0.0758,1.3390,0.2000,1.1536,0.0871,1.0010,0.0387
Lyon,spring,6,65,246,1.0465,0.0952,1.4030,0.2576,1.2369,0.1303,1.0633,0.0461
Lyon,spring,7,75,258,1.1039,0.1147,1.4447,0.2763,1.3155,0.1666,1.1290,0.0698
Lyon,spring,8,85,258,1.1746,0.1285,1.4545,0.2795,1.3546,0.1885,1.1921,0.0906
Lyon,spring,9,95,258,1.1904,0.1262,1.4544,0.2676,1.3584,0.1885,1.2296,0.0946
Lyon,spring,10,105,258,1.1866,0.1197,1.4354,0.2524,1.3415,0.1707,1.2320,0.0930
Lyon,spring,11,115,258,1.2038,0.1119,1.4261,0.2397,1.3426,0.1686,1.2348,0.0900
Lyon,spring,12,125,258,1.2005,0.0994,1.4107,0.2087,1.3204,0.1459,1.2273,0.0724
Lyon,spring,13,135,229,1.2092,0.0950,1.4065,0.1984,1.3202,0.1355,1.2259,0.0655
Lyon,spring,14,145,169,1.1931,0.0839,1.3611,0.1936,1.3049,0.1072,1.2117,0.0564
Lyon,spring,15,155,109,1.1753,0.0696,1.3480,0.1689,1.2728,0.0771,1.2008,0.0500
Lyon,autumn,22,225,117,1.2959,0.0845,1.4373,0.1656,1.3931,0.1050,1.3063,0.0646
Lyon,autumn,23,235,167,1.3089,0.0901,1.4831,0.1785,1.4044,0.1134,1.3102,0.0709
Lyon,autumn,24,245,217,1.3228,0.0981,1.5323,0.2018,1.4293,0.1290,1.3249,0.0771
Lyon,autumn,25,255,226,1.3565,0.1169,1.5943,0.2529,1.4884,0.1614,1.3620,0.0895
Lyon,autumn,26,265,216,1.3898,0.1431,1.6410,0.3025,1.5371,0.2040,1.4009,0.1173
Lyon,autumn,27,275,215,1.3962,0.1563,1.6652,0.3157,1.5444,0.2268,1.4254,0.1340
Lyon,autumn,28,285,215,1.3421,0.1459,1.6554,0.3117,1.5298,0.2103,1.3820,0.1128
Lyon,autumn,29,295,215,1.2355,0.1180,1.5910,0.2736,1.4576,0.1743,1.2275,0.0790
Lyon,autumn,30,305,215,1.1153,0.0816,1.5017,0.2077,1.3113,0.0989,1.0914,0.0450
Lyon,autumn,31,315,206,1.0035,0.0572,1.3802,0.1280,1.1812,0.0707,0.9964,0.0343
Lyon,autumn,32,325,156,0.9364,0.0453,1.2175,0.0903,1.0902,0.0507,0.9369,0.0226
Lyon,autumn,33,335,106,0.8880,0.0408,1.1531,0.0767,1.0599,0.0395,0.8355,0.0164
Madrid,spring,3,35,66,1.2506,0.0263,1.4929,0.0487,1.3950,0.0265,1.1845,0.0186
Madrid,spring,4,45,126,1.3049,0.0345,1.5482,0.0724,1.4420,0.0474,1.3037,0.0237
Madrid,spring,5,55,186,1.3903,0.0621,1.6725,0.1513,1.5319,0.0772,1.3873,0.0377
Madrid,spring,6,65,246,1.4560,0.0715,1.7976,0.1692,1.6385,0.0873,1.4421,0.0492
Madrid,spring,7,75,258,1.5450,0.0818,1.8810,0.1681,1.7317,0.1056,1.5311,0.0620
Madrid,spring,8,85,258,1.6296,0.0925,1.9030,0.1799,1.7986,0.1197,1.6414,0.0751
Madrid,spring,9,95,258,1.6845,0.0965,1.9303,0.1805,1.8434,0.1276,1.7116,0.0795
Madrid,spring,10,105,258,1.6918,0.0899,1.9035,0.1663,1.8319,0.1245,1.7150,0.0760
Madrid,spring,11,115,258,1.7176,0.0963,1.8890,0.1773,1.8372,0.1285,1.7408,0.0824
Madrid,spring,12,125,258,1.7103,0.1028,1.8677,0.1966,1.8163,0.1382,1.7377,0.0875
Madrid,spring,13,135,229,1.7070,0.1077,1.8486,0.1979,1.8004,0.1476,1.7254,0.0893
Madrid,spring,14,145,169,1.7028,0.1085,1.8354,0.1993,1.7986,0.1536,1.7274,0.0879
Madrid,spring,15,155,109,1.6930,0.1208,1.8194,0.2223,1.7864,0.1664,1.7109,0.1018
Madrid,autumn,22,225,117,1.7883,0.0957,1.9338,0.1678,1.8649,0.1214,1.8059,0.0847
Madrid,autumn,23,235,167,1.7825,0.1007,1.9338,0.1754,1.8726,0.1368,1.7958,0.0882
Madrid,autumn,24,245,217,1.7852,0.1116,1.9479,0.2137,1.8840,0.1438,1.8024,0.0903
Madrid,autumn,25,255,226,1.7849,0.1131,1.9630,0.2157,1.9089,0.1482,1.8017,0.0924
Madrid,autumn,26,265,216,1.7872,0.1230,1.9750,0.2247,1.9087,0.1614,1.8121,0.1041
Madrid,autumn,27,275,215,1.7609,0.1221,1.9713,0.2296,1.9090,0.1612,1.8024,0.1033
Madrid,autumn,28,285,215,1.7085,0.1035,1.9436,0.1954,1.8575,0.1410,1.7450,0.0851
Madrid,autumn,29,295,215,1.6235,0.0900,1.9060,0.1866,1.7933,0.1199,1.6307,0.0671
Madrid,autumn,30,305,215,1.4841,0.0697,1.8307,0.1577,1.6680,0.0840,1.4679,0.0451
Madrid,autumn,31,315,206,1.3479,0.0483,1.6917,0.1118,1.5140,0.0583,1.3785,0.0303
Madrid,autumn,32,325,156,1.2646,0.0360,1.5251,0.0705,1.4357,0.0392,1.2862,0.0237
Madrid,autumn,33,335,106,1.1610,0.0259,1.4001,0.0410,1.3014,0.0269,1.1983,0.0193
Marseille,spring,3,35,66,1.0947,0.0237,1.4016,0.0485,1.2598,0.0347,1.1406,0.0202
Marseille,spring,4,45,126,1.2002,0.0311,1.5354,0.0578,1.3838,0.0400,1.2087,0.0278
Marseille,spring,5,55,186,1.2996,0.0567,1.7521,0.1464,1.5166,0.0727,1.3017,0.0354
Marseille,spring,6,65,246,1.3580,0.0721,1.7927,0.1798,1.6319,0.0974,1.3669,0.0423
Marseille,spring,7,75,258,1.4657,0.1003,1.8845,0.2240,1.7439,0.1415,1.4711,0.0679
Marseille,spring,8,85,258,1.5192,0.1166,1.9015,0.2454,1.7689,0.1590,1.5865,0.0879
Marseille,spring,9,95,258,1.5302,0.1207,1.9057,0.2617,1.7725,0.1673,1.6119,0.0959
Marseille,spring,10,105,258,1.5485,0.1150,1.8987,0.2497,1.7742,0.1467,1.6292,0.0902
Marseille,spring,11,115,258,1.5380,0.1039,1.8644,0.2174,1.7353,0.1384,1.6008,0.0838
Marseille,spring,12,125,258,1.5026,0.0899,1.7950,0.1916,1.6916,0.1166,1.5346,0.0690
Marseille,spring,13,135,229,1.4859,0.0854,1.7833,0.1848,1.6344,0.1053,1.4762,0.0620
Marseille,spring,14,145,169,1.4484,0.0772,1.7110,0.1673,1.5638,0.0970,1.4463,0.0559
Marseille,spring,15,155,109,1.3935,0.0749,1.5682,0.1706,1.4683,0.0955,1.4260,0.0570
Marseille,autumn,22,225,117,1.7118,0.0897,2.0075,0.1917,1.8551,0.1109,1.7051,0.0679
Marseille,autumn,23,235,167,1.7314,0.0907,2.0753,0.1901,1.8582,0.1093,1.7366,0.0721
Marseille,autumn,24,245,217,1.7487,0.0956,2.0737,0.1942,1.9092,0.1183,1.7476,0.0730
Marseille,autumn,25,255,226,1.7995,0.1026,2.1077,0.2051,1.9551,0.1300,1.8105,0.0852
Marseille,autumn,26,265,216,1.8522,0.1184,2.1592,0.2321,2.0151,0.1726,1.8600,0.0927
Marseille,autumn,27,275,215,1.8775,0.1310,2.1767,0.2721,2.0559,0.1857,1.9197,0.1024
Marseille,autumn,28,285,215,1.8561,0.1286,2.1816,0.2601,2.0576,0.1843,1.8831,0.0953
Marseille,autumn,29,295,215,1.7689,0.1146,2.1421,0.2601,1.9955,0.1586,1.8014,0.0737
Marseille,autumn,30,305,215,1.5739,0.0874,2.0782,0.2114,1.8725,0.1008,1.5644,0.0482
Marseille,autumn,31,315,206,1.3802,0.0609,1.9024,0.1514,1.6629,0.0690,1.3525,0.0360
Marseille,autumn,32,325,156,1.2455,0.0467,1.7344,0.0896,1.4544,0.0497,1.2430,0.0300
Marseille,autumn,33,335,106,1.0863,0.0346,1.3586,0.0551,1.2668,0.0343,1.0855,0.0237
Montpellier,spring,3,35,66,0.9566,0.0257,1.2487,0.0534,1.1398,0.0307,0.9471,0.0170
Montpellier,spring,4,45,126,1.0435,0.0300,1.3616,0.0593,1.1871,0.0380,1.0229,0.0215
Montpellier,spring,5,55,186,1.1536,0.0598,1.5613,0.1484,1.3624,0.0748,1.1120,0.0300
Montpellier,spring,6,65,246,1.2103,0.0751,1.6284,0.1880,1.4678,0.1093,1.1789,0.0384
Montpellier,spring,7,75,258,1.2949,0.0963,1.7354,0.2298,1.5319,0.1412,1.3030,0.0531
Montpellier,spring,8,85,258,1.3713,0.1114,1.7693,0.2385,1.6214,0.1553,1.4318,0.0840
Montpellier,spring,9,95,258,1.4107,0.1201,1.8239,0.2851,1.6554,0.1767,1.4662,0.0898
Montpellier,spring,10,105,258,1.4585,0.1194,1.8425,0.2595,1.7100,0.1721,1.5491,0.0951
Montpellier,spring,11,115,258,1.4977,0.1182,1.8305,0.2552,1.7108,0.1657,1.5524,0.0882
Montpellier,spring,12,125,258,1.4603,0.1069,1.8015,0.2325,1.6714,0.1506,1.4480,0.0758
Montpellier,spring,13,135,229,1.4469,0.1036,1.7965,0.2158,1.6519,0.1447,1.4000,0.0749
Montpellier,spring,14,145,169,1.3830,0.0900,1.7082,0.2031,1.4882,0.1128,1.3644,0.0651
Montpellier,spring,15,155,109,1.3155,0.0834,1.4877,0.1918,1.3871,0.1047,1.3219,0.0651
Montpellier,autumn,22,225,117,1.6063,0.1067,1.9232,0.1954,1.7631,0.1391,1.6069,0.0836
Montpellier,autumn,23,235,167,1.6057,0.1068,1.9009,0.2023,1.7585,0.1397,1.6088,0.0836
Montpellier,autumn,24,245,217,1.6148,0.1118,1.9024,0.2279,1.7679,0.1504,1.6104,0.0953
Montpellier,autumn,25,255,226,1.6360,0.1205,1.9003,0.2372,1.8014,0.1571,1.6551,0.1053
Montpellier,autumn,26,265,216,1.6527,0.1306,1.9025,0.2439,1.8022,0.1732,1.6759,0.1181
Montpellier,autumn,27,275,215,1.6523,0.1361,1.8721,0.2442,1.7976,0.1877,1.6796,0.1249
Montpellier,autumn,28,285,215,1.6214,0.1278,1.8640,0.2346,1.7631,0.1679,1.6301,0.1164
Montpellier,autumn,29,295,215,1.5209,0.1055,1.8393,0.2092,1.7270,0.1409,1.5283,0.0820
Montpellier,autumn,30,305,215,1.3459,0.0795,1.7596,0.1822,1.6091,0.1058,1.3551,0.0529
Montpellier,autumn,31,315,206,1.1706,0.0545,1.6410,0.1220,1.4216,0.0645,1.1621,0.0345
Montpellier,autumn,32,325,156,1.0460,0.0407,1.4040,0.0790,1.2382,0.0464,1.0444,0.0248
Montpellier,autumn,33,335,106,0.9097,0.0324,1.1621,0.0567,1.0611,0.0329,0.8910,0.0209
Murcia,spring,3,35,66,1.0516,0.0269,1.1639,0.0490,1.1388,0.0348,1.0625,0.0223
Murcia,spring,4,45,126,1.1055,0.0378,1.2589,0.0749,1.1929,0.0490,1.1283,0.0293
Murcia,spring,5,55,186,1.1581,0.0680,1.3264,0.1616,1.2552,0.0899,1.1624,0.0428
Murcia,spring,6,65,246,1.1791,0.0723,1.3442,0.1614,1.2715,0.1024,1.1934,0.0491
Murcia,spring,7,75,258,1.2277,0.0845,1.3570,0.1648,1.3052,0.1196,1.2332,0.0680
Murcia,spring,8,85,258,1.2580,0.0967,1.3744,0.1874,1.3181,0.1322,1.2614,0.0848
Murcia,spring,9,95,258,1.2725,0.1022,1.3864,0.1928,1.3395,0.1339,1.2810,0.0925
Murcia,spring,10,105,258,1.2859,0.1004,1.3948,0.1927,1.3498,0.1307,1.2981,0.0886
Murcia,spring,11,115,258,1.3011,0.1035,1.4013,0.1937,1.3612,0.1360,1.3091,0.0886
Murcia,spring,12,125,258,1.3054,0.0998,1.4052,0.1903,1.3711,0.1248,1.3178,0.0836
Murcia,spring,13,135,229,1.3113,0.0981,1.4123,0.1903,1.3739,0.1232,1.3203,0.0815
Murcia,spring,14,145,169,1.3115,0.0906,1.4163,0.1751,1.3720,0.1158,1.3203,0.0760
Murcia,spring,15,155,109,1.3104,0.0901,1.4123,0.1751,1.3750,0.1120,1.3240,0.0833
Murcia,autumn,22,225,117,1.2549,0.0629,1.3822,0.1097,1.3047,0.0753,1.2349,0.0481
Murcia,autumn,23,235,167,1.2605,0.0704,1.4030,0.1319,1.3071,0.0829,1.2436,0.0528
Murcia,autumn,24,245,217,1.2754,0.0809,1.4329,0.1732,1.3295,0.1033,1.2587,0.0602
Murcia,autumn,25,255,226,1.2888,0.0928,1.4403,0.1824,1.3393,0.1241,1.2736,0.0705
Murcia,autumn,26,265,216,1.3132,0.1127,1.4566,0.2214,1.3833,0.1445,1.3067,0.0894
Murcia,autumn,27,275,215,1.3252,0.1244,1.4579,0.2548,1.4023,0.1606,1.3240,0.1055
Murcia,autumn,28,285,215,1.3304,0.1371,1.4782,0.2861,1.4025,0.1734,1.3222,0.1106
Murcia,autumn,29,295,215,1.3064,0.1282,1.4589,0.2781,1.3852,0.1697,1.3099,0.1023
Murcia,autumn,30,305,215,1.2501,0.1125,1.4532,0.2742,1.3513,0.1464,1.2572,0.0813
Murcia,autumn,31,315,206,1.1765,0.0892,1.3993,0.1797,1.2983,0.1162,1.1734,0.0584
Murcia,autumn,32,325,156,1.1254,0.0703,1.3253,0.1586,1.2154,0.0855,1.1174,0.0470
Murcia,autumn,33,335,106,1.0527,0.0440,1.1863,0.0865,1.1227,0.0560,1.0509,0.0336
Málaga,spring,3,35,66,1.3023,0.0322,1.4306,0.0587,1.3731,0.0390,1.3082,0.0287
Málaga,spring,4,45,126,1.3330,0.0401,1.4693,0.0736,1.3913,0.0473,1.3383,0.0311
Málaga,spring,5,55,186,1.3694,0.0641,1.5166,0.1452,1.4398,0.0853,1.3609,0.0428
Málaga,spring,6,65,246,1.3863,0.0695,1.5379,0.1452,1.4623,0.0945,1.3811,0.0548
Málaga,spring,7,75,258,1.4243,0.0862,1.5682,0.1704,1.5027,0.1191,1.4149,0.0724
Málaga,spring,8,85,258,1.4521,0.0998,1.5911,0.1803,1.5247,0.1337,1.4421,0.0850
Málaga,spring,9,95,258,1.4621,0.1087,1.6028,0.2014,1.5388,0.1413,1.4533,0.0892
Málaga,spring,10,105,258,1.4701,0.1079,1.6038,0.2042,1.5487,0.1391,1.4729,0.0874
Málaga,spring,11,115,258,1.4738,0.1106,1.6167,0.2014,1.5588,0.1432,1.4690,0.0898
Málaga,spring,12,125,258,1.4715,0.1130,1.6289,0.2159,1.5597,0.1500,1.4651,0.0941
Málaga,spring,13,135,229,1.4660,0.1068,1.6373,0.2147,1.5631,0.1417,1.4517,0.0814
Málaga,spring,14,145,169,1.4684,0.1067,1.6391,0.2105,1.5813,0.1430,1.4530,0.0846
Málaga,spring,15,155,109,1.4616,0.1087,1.6509,0.2358,1.5774,0.1473,1.4460,0.0781
Málaga,autumn,22,225,117,1.3256,0.0716,1.5433,0.1517,1.4129,0.0892,1.2842,0.0451
Málaga,autumn,23,235,167,1.3426,0.0797,1.5592,0.1853,1.4233,0.0924,1.3257,0.0501
Málaga,autumn,24,245,217,1.3595,0.0867,1.5559,0.1929,1.4343,0.1072,1.3471,0.0579
Málaga,autumn,25,255,226,1.3748,0.0984,1.5562,0.2376,1.4634,0.1318,1.3610,0.0629
Málaga,autumn,26,265,216,1.3979,0.1154,1.5643,0.2519,1.4756,0.1511,1.3887,0.0843
Málaga,autumn,27,275,215,1.4038,0.1227,1.5615,0.2595,1.4789,0.1632,1.3933,0.0905
Málaga,autumn,28,285,215,1.4054,0.1263,1.5681,0.2612,1.4799,0.1643,1.3997,0.0925
Málaga,autumn,29,295,215,1.4003,0.1213,1.5643,0.2586,1.4698,0.1537,1.3969,0.0911
Málaga,autumn,30,305,215,1.3861,0.1032,1.5369,0.2266,1.4539,0.1265,1.3864,0.0758
Málaga,autumn,31,315,206,1.3697,0.0884,1.5176,0.1866,1.4496,0.1103,1.3732,0.0688
Málaga,autumn,32,325,156,1.3513,0.0729,1.4775,0.1432,1.4342,0.0936,1.3615,0.0547
Málaga,autumn,33,335,106,1.3281,0.0533,1.4662,0.0969,1.4207,0.0737,1.3289,0.0436
Nice,spring,3,35,66,0.9517,0.0301,1.2067,0.0471,1.0721,0.0366,0.9224,0.0247
Nice,spring,4,45,126,1.0307,0.0352,1.2877,0.0668,1.1572,0.0405,1.0210,0.0276
Nice,spring,5,55,186,1.1435,0.0723,1.5196,0.1854,1.3015,0.1074,1.1186,0.0391
Nice,spring,6,65,246,1.2044,0.0871,1.5955,0.2004,1.4157,0.1348,1.1843,0.0518
Nice,spring,7,75,258,1.3307,0.1152,1.7173,0.2291,1.5284,0.1746,1.3079,0.0864
Nice,spring,8,85,258,1.3997,0.1336,1.7173,0.2375,1.5641,0.1800,1.4057,0.1139
Nice,spring,9,95,258,1.4200,0.1343,1.7090,0.2433,1.5622,0.1755,1.4338,0.1156
Nice,spring,10,105,258,1.4319,0.1219,1.6901,0.2308,1.5593,0.1674,1.4209,0.1007
Nice,spring,11,115,258,1.4009,0.1070,1.6059,0.2081,1.4947,0.1463,1.3860,0.0880
Nice,spring,12,125,258,1.3506,0.0875,1.5738,0.1867,1.4534,0.1169,1.3432,0.0666
Nice,spring,13,135,229,1.3227,0.0787,1.5510,0.1779,1.4195,0.1012,1.3065,0.0553
Nice,spring,14,145,169,1.2931,0.0734,1.5313,0.1603,1.3739,0.0874,1.2717,0.0526
Nice,spring,15,155,109,1.2443,0.0698,1.4484,0.1458,1.2886,0.0826,1.2099,0.0492
Nice,autumn,22,225,117,1.1959,0.0427,1.3915,0.0801,1.3094,0.0522,1.1908,0.0372
Nice,autumn,23,235,167,1.2354,0.0478,1.4230,0.0885,1.3416,0.0584,1.2475,0.0434
Nice,autumn,24,245,217,1.2893,0.0567,1.5417,0.1058,1.3996,0.0713,1.2856,0.0448
Nice,autumn,25,255,226,1.3781,0.0655,1.6616,0.1278,1.5060,0.0870,1.3433,0.0508
Nice,autumn,26,265,216,1.4845,0.0855,1.7879,0.1766,1.6596,0.1131,1.4512,0.0618
Nice,autumn,27,275,215,1.5755,0.1052,1.8815,0.2195,1.7335,0.1401,1.5874,0.0757
Nice,autumn,28,285,215,1.6186,0.1105,1.9128,0.2195,1.7683,0.1470,1.6192,0.0887
Nice,autumn,29,295,215,1.5598,0.1043,1.9043,0.2168,1.7443,0.1448,1.5897,0.0782
Nice,autumn,30,305,215,1.4061,0.0886,1.8477,0.1954,1.6771,0.1150,1.4684,0.0630
Nice,autumn,31,315,206,1.2244,0.0670,1.7388,0.1440,1.5344,0.0819,1.1889,0.0420
Nice,autumn,32,325,156,1.0721,0.0463,1.5103,0.0996,1.2805,0.0558,1.0202,0.0326
Nice,autumn,33,335,106,0.9147,0.0341,1.1867,0.0618,1.0316,0.0396,0.8875,0.0254
Palma,spring,3,35,66,1.1938,0.0328,1.3349,0.0641,1.2829,0.0368,1.1993,0.0259
Palma,spring,4,45,126,1.2541,0.0419,1.4193,0.0931,1.3355,0.0502,1.2496,0.0310
Palma,spring,5,55,186,1.3118,0.0787,1.5142,0.1909,1.4222,0.1122,1.3120,0.0420
